shipment_id,ship_date,order_id,carrier_id,carrier_name,service_level,origin_region,destination_zone,package_weight_lb,package_length_in,package_width_in,package_height_in,billed_weight_lb,base_cost,fuel_surcharge,residential_fee,delivery_area_fee,oversized_fee,address_correction_fee,ltl_handling_fee,total_shipping_cost,delivered_days,dimensional_weight_lb,billed_above_actual_flag,non_fuel_surcharge_total,cost_per_billed_lb,weight_delta_lb,base_rate_per_lb,proposed_rate_per_lb,proposed_cost,row_potential_savings,savings_pct,lane
SHP102508,2024-06-18,ORD800216,CR004,XPO LTL,Standard LTL,West,5,250.61,24,20,20,251.0,193.77,21.01,0.0,0.0,0.0,0.0,0.0,214.78,6,69.06,1,0.0,0.86,0.39,0.772,0.73,183.23,31.55,0.1469,West → Zone 5
SHP102509,2024-12-23,ORD801861,CR003,USPS,Ground Advantage,Northeast,6,2.88,17,23,10,28.5,223.72,36.06,4.95,0.0,0.0,0.0,0.0,264.73,2,28.13,1,4.95,9.29,25.62,7.85,7.675,223.69,41.04,0.155,Northeast → Zone 6
SHP102510,2025-11-04,ORD803211,CR002,FedEx,Ground,Northeast,8,27.44,9,17,18,27.5,317.9,35.17,0.0,0.0,0.0,0.0,0.0,353.07,5,19.81,1,0.0,12.84,0.06,11.56,10.422,286.61,66.46,0.1882,Northeast → Zone 8
SHP102511,2024-03-24,ORD802115,CR002,FedEx,Ground,West,8,17.96,8,19,22,24.5,283.22,31.98,0.0,0.0,0.0,0.0,0.0,315.2,3,24.06,1,0.0,12.87,6.54,11.56,10.422,255.34,59.86,0.1899,West → Zone 8
SHP102512,2025-07-12,ORD800847,CR001,UPS,2nd Day Air,South,4,11.54,8,20,6,12.0,123.0,12.93,0.0,0.0,0.0,0.0,0.0,135.93,4,6.91,1,0.0,11.33,0.46,10.25,9.421,113.05,22.88,0.1683,South → Zone 4
SHP102513,2025-04-16,ORD803072,CR001,UPS,Next Day Air,West,6,7.24,9,15,18,17.5,287.52,49.9,4.95,0.0,0.0,0.0,0.0,342.38,3,17.48,1,4.95,19.56,10.26,16.43,14.719,262.53,79.85,0.2332,West → Zone 6
SHP102514,2024-01-02,ORD801364,CR001,UPS,Ground,South,7,4.48,15,14,6,9.5,74.58,12.83,0.0,0.0,0.0,0.0,0.0,87.41,2,9.06,1,0.0,9.2,5.02,7.85,7.049,66.97,20.44,0.2338,South → Zone 7
SHP102515,2024-09-23,ORD801307,CR001,UPS,Ground,South,6,22.44,20,14,6,22.5,227.03,28.17,4.95,6.75,0.0,0.0,0.0,266.9,2,12.09,1,11.7,11.86,0.06,10.09,9.085,216.11,50.79,0.1903,South → Zone 6
SHP102516,2025-07-01,ORD802936,CR003,USPS,Ground Advantage,Northeast,6,4.76,4,19,24,13.5,86.4,14.17,0.0,0.0,0.0,12.0,0.0,112.57,7,13.12,1,12.0,8.34,8.74,6.4,6.28,96.78,15.79,0.1403,Northeast → Zone 6
SHP102517,2024-07-21,ORD802785,CR002,FedEx,Ground,Northeast,4,8.67,19,22,20,60.5,906.29,106.02,4.95,0.0,0.0,0.0,0.0,1017.26,3,60.14,1,4.95,16.81,51.83,14.98,13.738,836.1,181.16,0.1781,Northeast → Zone 4
SHP102518,2024-05-28,ORD803508,CR003,USPS,Ground Advantage,West,8,5.73,15,17,19,35.0,305.9,52.45,4.95,0.0,0.0,0.0,0.0,363.3,5,34.86,1,4.95,10.38,29.27,8.74,8.498,302.38,60.92,0.1677,West → Zone 8
SHP102519,2025-07-12,ORD803391,CR004,XPO LTL,Standard LTL,South,6,388.69,21,48,23,389.0,344.26,37.51,0.0,0.0,0.0,0.0,24.0,405.78,5,166.79,1,24.0,1.04,0.31,0.885,0.838,349.98,55.8,0.1375,South → Zone 6
SHP102520,2024-06-23,ORD800035,CR002,FedEx,Ground,Northeast,7,7.52,8,8,24,11.5,103.96,18.7,0.0,6.75,0.0,0.0,0.0,129.41,2,11.05,1,6.75,11.25,3.98,9.04,8.175,100.76,28.65,0.2214,Northeast → Zone 7
SHP102521,2024-11-20,ORD802228,CR001,UPS,Next Day Air,Northeast,4,13.25,25,21,8,30.5,545.64,80.13,4.95,0.0,0.0,0.0,0.0,630.72,5,30.22,1,4.95,20.68,17.25,17.89,16.09,495.69,135.03,0.2141,Northeast → Zone 4
SHP102522,2024-03-23,ORD803827,CR002,FedEx,Ground,West,6,15.08,7,11,22,15.5,130.97,14.62,4.95,0.0,0.0,0.0,0.0,150.54,5,12.19,1,4.95,9.71,0.42,8.45,7.812,126.04,24.5,0.1627,West → Zone 6
SHP102523,2025-06-05,ORD802598,CR003,USPS,Priority Mail,Northeast,5,6.6,4,20,22,13.0,109.85,14.58,4.95,0.0,0.0,0.0,0.0,129.38,3,12.66,1,4.95,9.95,6.4,8.45,8.205,111.62,17.76,0.1373,Northeast → Zone 5
SHP102524,2025-02-25,ORD801946,CR003,USPS,Priority Mail,West,3,11.4,10,10,11,11.5,82.69,12.55,4.95,0.0,0.0,0.0,0.0,100.19,2,7.91,1,4.95,8.71,0.1,7.19,6.973,85.14,15.05,0.1502,West → Zone 3
SHP102525,2024-09-17,ORD803314,CR004,XPO LTL,Standard LTL,West,7,304.46,45,27,21,304.5,287.75,42.29,0.0,0.0,0.0,0.0,0.0,330.04,5,183.56,1,0.0,1.08,0.04,0.945,0.891,271.31,58.73,0.1779,West → Zone 7
SHP102526,2024-03-14,ORD800817,CR002,FedEx,Ground,Midwest,3,9.18,25,17,12,37.0,318.57,37.08,4.95,0.0,0.0,0.0,0.0,360.6,2,36.69,1,4.95,9.75,27.82,8.61,7.8,293.55,67.05,0.1859,Midwest → Zone 3
SHP102527,2025-06-25,ORD801302,CR003,USPS,Ground Advantage,South,2,3.8,20,24,16,55.5,579.42,63.71,4.95,0.0,18.5,0.0,0.0,666.58,2,55.25,1,23.45,12.01,51.7,10.44,10.043,580.84,85.74,0.1286,South → Zone 2
SHP102528,2024-11-02,ORD803109,CR003,USPS,Ground Advantage,Northeast,5,10.03,22,10,6,10.5,62.48,9.49,4.95,0.0,0.0,0.0,0.0,76.91,3,9.5,1,4.95,7.32,0.47,5.95,5.764,65.47,11.44,0.1487,Northeast → Zone 5
SHP102529,2024-12-24,ORD803317,CR002,FedEx,Ground,Northeast,8,10.45,18,18,6,14.0,134.82,24.04,0.0,0.0,0.0,0.0,0.0,158.86,3,13.99,1,0.0,11.35,3.55,9.63,8.559,119.83,39.03,0.2457,Northeast → Zone 8
SHP102530,2024-03-19,ORD803066,CR002,FedEx,2Day,South,4,5.8,25,6,25,27.0,385.02,39.23,0.0,0.0,0.0,0.0,0.0,424.25,4,26.98,1,0.0,15.71,21.2,14.26,12.802,345.65,78.6,0.1853,South → Zone 4
SHP102531,2025-06-14,ORD803694,CR003,USPS,Priority Mail,Northeast,7,6.5,4,24,18,12.5,121.5,20.76,0.0,0.0,0.0,0.0,0.0,142.26,6,12.43,1,0.0,11.38,6.0,9.72,9.228,115.35,26.91,0.1892,Northeast → Zone 7
SHP102532,2024-05-19,ORD803913,CR003,USPS,Ground Advantage,Midwest,4,26.15,13,16,6,26.5,184.44,32.78,0.0,0.0,0.0,0.0,0.0,217.22,4,8.98,1,0.0,8.2,0.35,6.96,6.806,180.36,36.86,0.1697,Midwest → Zone 4
SHP102533,2025-11-27,ORD802757,CR004,XPO LTL,Standard LTL,Northeast,4,107.24,44,30,34,323.0,247.09,36.78,0.0,0.0,0.0,0.0,0.0,283.87,6,322.88,1,0.0,0.88,215.76,0.765,0.719,232.24,51.63,0.1819,Northeast → Zone 4
SHP102534,2025-01-13,ORD800022,CR002,FedEx,Ground,West,5,6.1,7,10,14,7.5,51.75,7.26,0.0,0.0,0.0,0.0,0.0,59.01,4,7.05,1,0.0,7.87,1.4,6.9,6.159,46.19,12.82,0.2173,West → Zone 5
SHP102535,2025-11-30,ORD803570,CR001,UPS,Ground,Midwest,6,16.36,18,21,8,22.0,221.98,35.56,0.0,6.75,0.0,0.0,0.0,264.29,1,21.76,1,6.75,12.01,5.64,10.09,9.085,206.62,57.67,0.2182,Midwest → Zone 6
SHP102536,2025-07-17,ORD801788,CR003,USPS,Priority Mail,West,5,3.11,16,13,21,31.5,331.38,53.59,4.95,0.0,0.0,0.0,0.0,389.92,3,31.42,1,4.95,12.38,28.39,10.52,10.126,323.92,66.0,0.1693,West → Zone 5
SHP102537,2025-05-12,ORD800111,CR001,UPS,Ground,Northeast,5,3.46,13,4,20,7.5,50.33,5.62,4.95,0.0,0.0,0.0,0.0,60.9,1,7.48,1,4.95,8.12,4.04,6.71,6.073,50.5,10.4,0.1708,Northeast → Zone 5
SHP102538,2024-11-10,ORD803576,CR002,FedEx,Ground,Midwest,5,9.14,16,25,15,43.5,425.86,55.22,0.0,0.0,18.5,0.0,0.0,499.59,4,43.17,1,18.5,11.48,34.36,9.79,8.841,403.08,96.51,0.1932,Midwest → Zone 5
SHP102539,2024-04-20,ORD801080,CR001,UPS,Ground,West,6,12.41,8,10,22,13.0,106.86,14.36,0.0,0.0,0.0,0.0,0.0,121.22,5,12.66,1,0.0,9.32,0.59,8.22,7.479,97.23,23.99,0.1979,West → Zone 6
SHP102540,2025-07-01,ORD803032,CR003,USPS,Priority Mail,Midwest,7,28.46,24,21,20,73.0,1314.0,215.24,4.95,0.0,0.0,12.0,0.0,1546.19,3,72.52,1,16.95,21.18,44.54,18.0,17.327,1281.82,264.37,0.171,Midwest → Zone 7
SHP102541,2024-02-09,ORD801574,CR004,XPO LTL,Standard LTL,South,6,260.79,45,21,25,261.0,217.41,29.35,0.0,0.0,0.0,0.0,0.0,246.76,8,169.96,1,0.0,0.95,0.21,0.833,0.787,205.41,41.35,0.1676,South → Zone 6
SHP102542,2024-03-11,ORD803712,CR003,USPS,Ground Advantage,West,7,14.67,15,5,20,15.0,102.6,11.4,4.95,0.0,0.0,0.0,0.0,118.95,4,10.79,1,4.95,7.93,0.33,6.84,6.59,103.8,15.15,0.1274,West → Zone 7
SHP102543,2024-09-27,ORD804039,CR003,USPS,Ground Advantage,South,6,7.63,25,21,23,87.0,1063.14,138.81,0.0,6.75,0.0,0.0,0.0,1208.7,4,86.87,1,6.75,13.89,79.37,12.22,11.927,1044.4,164.3,0.1359,South → Zone 6
SHP102544,2025-10-28,ORD802206,CR004,XPO LTL,Standard LTL,Midwest,4,138.26,42,43,30,390.0,298.35,33.83,0.0,0.0,0.0,0.0,0.0,332.18,5,389.78,1,0.0,0.85,251.74,0.765,0.719,280.41,51.77,0.1558,Midwest → Zone 4
SHP102545,2024-01-30,ORD800790,CR001,UPS,2nd Day Air,Northeast,5,5.87,11,22,15,26.5,365.7,45.17,0.0,0.0,0.0,0.0,0.0,410.87,4,26.12,1,0.0,15.5,20.63,13.8,12.661,335.52,75.35,0.1834,Northeast → Zone 5
SHP102546,2024-04-24,ORD803941,CR001,UPS,Ground,Midwest,6,5.37,25,14,10,25.5,257.3,45.28,4.95,0.0,0.0,0.0,0.0,307.52,4,25.18,1,4.95,12.06,20.13,10.09,9.085,236.62,70.9,0.2306,Midwest → Zone 6
SHP102547,2025-10-13,ORD800162,CR004,XPO LTL,Standard LTL,West,2,222.5,33,32,32,243.5,144.4,25.77,0.0,0.0,0.0,0.0,0.0,170.16,8,243.11,1,0.0,0.7,21.0,0.593,0.568,138.31,31.85,0.1872,West → Zone 2
SHP102548,2024-01-31,ORD800468,CR002,FedEx,Ground,Northeast,4,7.15,12,7,20,12.5,91.0,11.6,4.95,0.0,0.0,0.0,0.0,107.55,3,12.09,1,4.95,8.6,5.35,7.28,6.579,87.19,20.36,0.1893,Northeast → Zone 4
SHP102549,2024-03-02,ORD802428,CR004,XPO LTL,Standard LTL,Northeast,4,178.92,33,49,33,384.0,293.76,30.12,0.0,0.0,0.0,0.0,0.0,323.88,7,383.89,1,0.0,0.84,205.08,0.765,0.719,276.1,47.78,0.1475,Northeast → Zone 4
SHP102550,2025-08-21,ORD803926,CR001,UPS,Next Day Air,Northeast,4,9.97,23,18,10,30.0,536.7,89.32,4.95,0.0,0.0,0.0,0.0,630.97,2,29.78,1,4.95,21.03,20.03,17.89,16.09,487.65,143.32,0.2271,Northeast → Zone 4
SHP102551,2025-05-03,ORD803323,CR002,FedEx,Ground,West,6,5.26,21,23,10,35.0,363.3,64.08,4.95,0.0,18.5,0.0,0.0,450.83,5,34.75,1,23.45,12.88,29.74,10.38,9.4,352.45,98.38,0.2182,West → Zone 6
SHP102552,2025-03-03,ORD803073,CR002,FedEx,Ground,West,5,4.32,17,22,21,57.0,887.49,146.33,4.95,0.0,0.0,0.0,0.0,1038.77,4,56.5,1,4.95,18.22,52.68,15.57,14.052,805.91,232.86,0.2242,West → Zone 5
SHP102553,2025-02-13,ORD800840,CR002,FedEx,Express Saver,South,4,3.48,12,5,6,3.5,28.0,5.0,4.95,0.0,0.0,0.0,0.0,37.95,3,2.59,1,4.95,10.84,0.02,8.0,7.269,30.39,7.56,0.1992,South → Zone 4
SHP102554,2024-08-22,ORD802010,CR001,UPS,Ground,West,4,10.21,11,23,8,15.0,106.05,12.04,0.0,0.0,0.0,0.0,0.0,118.09,5,14.56,1,0.0,7.87,4.79,7.07,6.375,95.62,22.47,0.1903,West → Zone 4
SHP102555,2025-11-06,ORD801064,CR001,UPS,Ground,Northeast,6,8.01,6,15,25,16.5,135.63,16.96,4.95,6.75,0.0,0.0,0.0,164.29,2,16.19,1,11.7,9.96,8.49,8.22,7.479,135.1,29.19,0.1777,Northeast → Zone 6
SHP102556,2025-10-04,ORD803763,CR001,UPS,Ground,South,8,10.08,24,17,8,23.5,263.91,31.03,0.0,0.0,0.0,0.0,0.0,294.94,2,23.48,1,0.0,12.55,13.42,11.23,10.327,242.68,52.26,0.1772,South → Zone 8
SHP102557,2024-11-16,ORD801690,CR001,UPS,Ground,South,4,22.01,21,17,16,41.5,371.01,46.2,0.0,0.0,0.0,0.0,0.0,417.21,2,41.09,1,0.0,10.05,19.49,8.94,8.021,332.87,84.34,0.2022,South → Zone 4
SHP102558,2024-06-04,ORD801920,CR002,FedEx,Ground,South,5,15.0,13,14,14,18.5,145.41,21.42,0.0,0.0,0.0,0.0,0.0,166.83,4,18.33,1,0.0,9.02,3.5,7.86,7.069,130.78,36.05,0.2161,South → Zone 5
SHP102559,2024-05-12,ORD801852,CR002,FedEx,Ground,South,3,5.06,25,14,4,10.5,70.25,10.28,0.0,0.0,0.0,0.0,0.0,80.53,5,10.07,1,0.0,7.67,5.44,6.69,5.949,62.46,18.07,0.2244,South → Zone 3
SHP102560,2025-10-30,ORD800774,CR002,FedEx,Ground,West,5,6.24,20,9,23,30.0,293.7,32.81,0.0,0.0,0.0,0.0,0.0,326.51,3,29.78,1,0.0,10.88,23.76,9.79,8.841,265.23,61.28,0.1877,West → Zone 5
SHP102561,2024-02-28,ORD803927,CR002,FedEx,Ground,West,5,2.91,18,9,9,10.5,82.53,14.17,0.0,0.0,0.0,12.0,0.0,108.7,5,10.49,1,12.0,10.35,7.59,7.86,7.069,86.22,22.48,0.2068,West → Zone 5
SHP102562,2025-09-09,ORD801329,CR001,UPS,Ground,Midwest,3,7.86,13,24,23,52.0,727.48,120.86,4.95,0.0,0.0,12.0,0.0,865.29,3,51.63,1,16.95,16.64,44.14,13.99,12.487,666.27,199.02,0.23,Midwest → Zone 3
SHP102563,2024-12-07,ORD800711,CR004,XPO LTL,Standard LTL,South,4,127.43,27,36,25,175.0,124.6,19.02,0.0,0.0,0.0,0.0,0.0,143.62,8,174.82,1,0.0,0.82,47.57,0.712,0.665,116.38,27.24,0.1897,South → Zone 4
SHP102564,2025-08-13,ORD802781,CR003,USPS,Ground Advantage,Northeast,6,9.42,21,7,14,15.0,96.0,14.13,4.95,6.75,0.0,0.0,0.0,121.83,2,14.81,1,11.7,8.12,5.58,6.4,6.28,105.9,15.93,0.1308,Northeast → Zone 6
SHP102565,2024-01-16,ORD803946,CR001,UPS,Ground,South,4,11.04,25,14,25,63.0,917.28,107.72,4.95,0.0,0.0,0.0,0.0,1029.95,5,62.95,1,4.95,16.35,51.96,14.56,13.444,851.92,178.03,0.1729,South → Zone 4
SHP102566,2025-04-21,ORD803418,CR002,FedEx,2Day,South,4,2.84,10,7,9,5.0,48.95,7.94,4.95,0.0,0.0,0.0,0.0,61.84,4,4.53,1,4.95,12.37,2.16,9.79,8.525,47.58,14.26,0.2306,South → Zone 4
SHP102567,2025-12-25,ORD803529,CR003,USPS,Ground Advantage,South,4,7.19,18,21,4,11.0,60.61,9.19,0.0,0.0,0.0,0.0,0.0,69.8,6,10.88,1,0.0,6.35,3.81,5.51,5.389,59.28,10.52,0.1507,South → Zone 4
SHP102568,2024-08-15,ORD802824,CR004,XPO LTL,Expedited LTL,Northeast,3,80.0,47,23,31,241.5,197.06,30.3,0.0,0.0,0.0,0.0,0.0,227.36,7,241.09,1,0.0,0.94,161.5,0.816,0.778,187.89,39.47,0.1736,Northeast → Zone 3
SHP102569,2025-01-10,ORD801271,CR001,UPS,Ground,South,6,3.1,11,4,8,3.5,24.19,3.49,4.95,0.0,0.0,0.0,0.0,32.63,3,2.53,1,4.95,9.32,0.4,6.91,6.25,26.82,5.81,0.1781,South → Zone 6
SHP102570,2025-08-23,ORD800626,CR002,FedEx,2Day,Northeast,3,5.12,10,21,23,35.0,467.25,81.98,4.95,0.0,0.0,0.0,0.0,554.18,3,34.75,1,4.95,15.83,29.88,13.35,11.93,422.5,131.68,0.2376,Northeast → Zone 3
SHP102571,2025-02-27,ORD802893,CR001,UPS,2nd Day Air,Northeast,3,11.05,25,16,21,60.5,1226.94,203.76,0.0,0.0,0.0,0.0,0.0,1430.7,2,60.43,1,0.0,23.65,49.45,20.28,18.251,1104.19,326.51,0.2282,Northeast → Zone 3
SHP102572,2025-09-26,ORD800944,CR004,XPO LTL,Standard LTL,South,3,104.92,30,22,22,105.0,63.0,10.58,0.0,0.0,0.0,0.0,0.0,73.58,3,104.46,1,0.0,0.7,0.08,0.6,0.554,58.17,15.41,0.2094,South → Zone 3
SHP102573,2025-10-16,ORD800183,CR001,UPS,Ground,West,8,6.86,10,7,6,7.0,58.94,9.39,4.95,6.75,0.0,0.0,0.0,80.03,3,3.02,1,11.7,11.43,0.14,8.42,7.607,64.95,15.08,0.1884,West → Zone 8
SHP102574,2024-12-30,ORD803669,CR001,UPS,Ground,Midwest,3,5.25,13,5,24,11.5,74.75,12.12,0.0,0.0,0.0,0.0,0.0,86.87,4,11.22,1,0.0,7.55,6.25,6.5,5.887,67.7,19.17,0.2207,Midwest → Zone 3
SHP102575,2025-08-04,ORD803347,CR002,FedEx,2Day,South,4,11.95,18,10,17,22.5,320.85,36.93,4.95,0.0,0.0,0.0,0.0,362.73,5,22.01,1,4.95,16.12,10.55,14.26,12.802,293.0,69.73,0.1922,South → Zone 4
SHP102576,2025-09-18,ORD801060,CR001,UPS,Ground,West,4,9.96,9,9,17,10.0,70.7,11.0,4.95,0.0,0.0,0.0,0.0,86.65,1,9.91,1,4.95,8.67,0.04,7.07,6.375,68.7,17.95,0.2072,West → Zone 4
SHP102577,2025-04-18,ORD800052,CR001,UPS,Ground,South,6,7.77,14,14,6,8.5,61.88,6.31,0.0,0.0,0.0,0.0,0.0,68.19,5,8.46,1,0.0,8.02,0.73,7.28,6.748,57.36,10.83,0.1588,South → Zone 6
SHP102578,2024-03-25,ORD803752,CR002,FedEx,Express Saver,Northeast,5,1.94,8,23,8,11.0,116.82,11.81,4.95,0.0,0.0,0.0,0.0,133.58,7,10.59,1,4.95,12.14,9.06,10.62,9.38,108.13,25.45,0.1905,Northeast → Zone 5
SHP102579,2025-10-31,ORD802211,CR001,UPS,Ground,South,5,2.54,15,18,12,23.5,223.72,23.98,4.95,0.0,0.0,0.0,0.0,252.65,4,23.31,1,4.95,10.75,20.96,9.52,8.563,206.18,46.47,0.1839,South → Zone 5
SHP102580,2024-01-09,ORD804011,CR003,USPS,Ground Advantage,Northeast,7,2.68,11,9,23,16.5,112.86,14.1,4.95,0.0,0.0,0.0,0.0,131.91,3,16.38,1,4.95,7.99,13.82,6.84,6.59,113.69,18.22,0.1381,Northeast → Zone 7
SHP102581,2025-07-08,ORD800802,CR001,UPS,2nd Day Air,Northeast,3,4.8,15,8,12,10.5,99.02,14.45,4.95,0.0,0.0,0.0,0.0,118.42,3,10.36,1,4.95,11.28,5.7,9.43,8.54,94.62,23.8,0.201,Northeast → Zone 3
SHP102582,2024-04-19,ORD802627,CR001,UPS,2nd Day Air,South,4,14.54,6,23,4,15.0,153.75,21.59,4.95,0.0,0.0,12.0,0.0,192.29,4,3.97,1,16.95,12.82,0.46,10.25,9.421,158.26,34.03,0.177,South → Zone 4
SHP102583,2024-03-07,ORD800504,CR003,USPS,Ground Advantage,South,6,2.84,12,25,19,41.5,325.77,43.83,4.95,6.75,0.0,0.0,0.0,381.3,5,41.01,1,11.7,9.19,38.66,7.85,7.675,330.21,51.09,0.134,South → Zone 6
SHP102584,2025-11-17,ORD800329,CR002,FedEx,Ground,South,4,3.83,24,4,6,4.5,26.68,2.85,4.95,0.0,0.0,0.0,0.0,34.48,3,4.14,1,4.95,7.66,0.67,5.93,5.293,28.77,5.71,0.1656,South → Zone 4
SHP102585,2024-04-01,ORD802757,CR003,USPS,Ground Advantage,Midwest,5,15.37,14,22,15,33.5,248.24,42.32,4.95,0.0,0.0,0.0,0.0,295.51,2,33.24,1,4.95,8.82,18.13,7.41,7.195,245.98,49.53,0.1676,Midwest → Zone 5
SHP102586,2025-04-19,ORD800014,CR001,UPS,Ground,South,7,10.5,23,20,25,83.0,1351.24,180.71,4.95,0.0,18.5,0.0,0.0,1555.4,3,82.73,1,23.45,18.74,72.5,16.28,14.84,1255.17,300.23,0.193,South → Zone 7
SHP102587,2024-09-01,ORD803128,CR002,FedEx,Ground,Northeast,3,10.59,6,21,15,14.0,93.66,14.18,4.95,0.0,0.0,0.0,0.0,112.79,5,13.6,1,4.95,8.06,3.41,6.69,5.949,88.24,24.55,0.2177,Northeast → Zone 3
SHP102588,2025-12-25,ORD801077,CR002,FedEx,Express Saver,South,4,32.93,18,20,15,39.0,484.38,50.4,0.0,0.0,0.0,0.0,0.0,534.78,5,38.85,1,0.0,13.71,6.07,12.42,11.263,439.26,95.52,0.1786,South → Zone 4
SHP102589,2024-11-15,ORD801364,CR002,FedEx,Ground,Northeast,6,9.41,25,5,8,9.5,71.16,8.75,4.95,0.0,0.0,0.0,0.0,84.85,2,7.19,1,4.95,8.93,0.09,7.49,6.723,68.82,16.03,0.1889,Northeast → Zone 6
SHP102590,2024-06-27,ORD802564,CR003,USPS,Priority Mail,Midwest,8,10.91,21,9,25,34.0,422.28,68.94,0.0,0.0,0.0,0.0,0.0,491.22,3,33.99,1,0.0,14.45,23.09,12.42,11.939,405.93,85.29,0.1736,Midwest → Zone 8
SHP102591,2025-08-10,ORD800170,CR002,FedEx,2Day,Midwest,7,15.56,5,16,11,16.0,224.16,36.38,0.0,6.75,0.0,12.0,0.0,279.29,2,6.33,1,18.75,17.46,0.44,14.01,12.878,224.8,54.49,0.1951,Midwest → Zone 7
SHP102592,2025-11-10,ORD801164,CR002,FedEx,Express Saver,South,6,10.02,24,18,24,75.0,1635.75,172.11,4.95,6.75,0.0,0.0,0.0,1819.56,6,74.59,1,11.7,24.26,64.98,21.81,19.486,1473.15,346.41,0.1904,South → Zone 6
SHP102593,2025-07-28,ORD800822,CR001,UPS,Next Day Air,West,2,9.59,9,8,8,10.0,118.6,15.44,4.95,0.0,0.0,0.0,0.0,138.99,4,4.14,1,4.95,13.9,0.41,11.86,10.756,112.51,26.48,0.1905,West → Zone 2
SHP102594,2024-09-19,ORD801075,CR002,FedEx,Ground,West,6,14.92,8,19,10,15.0,126.75,20.43,4.95,0.0,0.0,0.0,0.0,152.13,2,10.94,1,4.95,10.14,0.08,8.45,7.812,122.13,30.0,0.1972,West → Zone 6
SHP102595,2024-06-06,ORD801514,CR003,USPS,Ground Advantage,Midwest,6,8.01,4,8,16,8.5,48.2,5.36,0.0,0.0,0.0,0.0,0.0,53.55,2,3.68,1,0.0,6.3,0.49,5.67,5.433,46.18,7.37,0.1376,Midwest → Zone 6
SHP102596,2024-01-09,ORD803500,CR003,USPS,Ground Advantage,South,5,4.59,23,18,18,54.0,636.12,80.56,0.0,0.0,18.5,0.0,0.0,735.18,4,53.61,1,18.5,13.61,49.41,11.78,11.495,639.23,95.95,0.1305,South → Zone 5
SHP102597,2025-07-15,ORD801083,CR002,FedEx,Ground,Northeast,4,15.71,7,25,5,16.0,116.48,16.81,4.95,0.0,0.0,0.0,0.0,138.24,1,6.29,1,4.95,8.64,0.29,7.28,6.579,110.21,28.03,0.2028,Northeast → Zone 4
SHP102598,2024-02-18,ORD803775,CR004,XPO LTL,Standard LTL,Northeast,7,429.07,35,27,19,429.5,405.88,42.76,0.0,0.0,0.0,0.0,0.0,448.64,6,129.17,1,0.0,1.04,0.43,0.945,0.891,382.68,65.96,0.147,Northeast → Zone 7
SHP102599,2024-08-14,ORD802050,CR003,USPS,Ground Advantage,West,8,4.7,22,23,24,87.5,1148.0,150.76,0.0,0.0,0.0,0.0,0.0,1298.76,2,87.37,1,0.0,14.84,82.8,13.12,12.758,1116.32,182.44,0.1405,West → Zone 8
SHP102600,2024-06-23,ORD802389,CR001,UPS,Ground,Northeast,5,9.28,6,15,17,11.5,87.86,9.67,0.0,0.0,0.0,0.0,0.0,97.53,2,11.01,1,0.0,8.48,2.22,7.64,6.96,80.04,17.49,0.1793,Northeast → Zone 5
SHP102601,2025-02-14,ORD803066,CR002,FedEx,Ground,West,6,2.38,20,14,14,28.5,295.83,35.09,4.95,6.75,0.0,0.0,0.0,342.62,5,28.2,1,11.7,12.02,26.12,10.38,9.4,279.6,63.02,0.1839,West → Zone 6
SHP102602,2024-12-03,ORD800577,CR001,UPS,Ground,South,6,13.04,4,7,12,13.5,110.97,18.65,0.0,0.0,0.0,0.0,0.0,129.62,2,2.42,1,0.0,9.6,0.46,8.22,7.479,100.97,28.65,0.221,South → Zone 6
SHP102603,2025-04-19,ORD801212,CR003,USPS,Ground Advantage,South,7,10.76,8,6,21,11.0,75.24,9.9,0.0,0.0,0.0,0.0,0.0,85.14,1,7.25,1,0.0,7.74,0.24,6.84,6.59,72.49,12.65,0.1486,South → Zone 7
SHP102604,2024-03-17,ORD800750,CR003,USPS,Ground Advantage,Northeast,6,6.48,9,7,7,6.5,36.85,3.72,0.0,6.75,0.0,0.0,0.0,47.33,4,3.17,1,6.75,7.28,0.02,5.67,5.433,42.06,5.27,0.1113,Northeast → Zone 6
SHP102605,2024-11-13,ORD802770,CR001,UPS,Ground,South,7,16.83,18,12,9,17.0,149.43,17.75,0.0,0.0,0.0,0.0,0.0,167.18,4,13.99,1,0.0,9.83,0.17,8.79,8.015,136.25,30.93,0.185,South → Zone 7
SHP102606,2024-01-22,ORD801027,CR001,UPS,Ground,Midwest,5,2.38,11,22,21,37.0,352.24,54.91,0.0,0.0,0.0,0.0,0.0,407.15,3,36.56,1,0.0,11.0,34.62,9.52,8.563,316.83,90.32,0.2218,Midwest → Zone 5
SHP102607,2025-12-03,ORD802087,CR002,FedEx,2Day,South,5,13.03,20,8,11,13.5,164.56,28.86,0.0,0.0,0.0,0.0,0.0,193.42,4,12.66,1,0.0,14.33,0.47,12.19,11.129,150.24,43.18,0.2232,South → Zone 5
SHP102608,2025-07-19,ORD801733,CR003,USPS,Ground Advantage,South,3,9.93,20,8,14,16.5,83.49,14.19,4.95,0.0,0.0,0.0,0.0,102.63,5,16.12,1,4.95,6.22,6.57,5.06,4.914,86.03,16.6,0.1617,South → Zone 3
