shipment_id,ship_date,order_id,carrier_id,carrier_name,service_level,origin_region,destination_zone,package_weight_lb,package_length_in,package_width_in,package_height_in,billed_weight_lb,base_cost,fuel_surcharge,residential_fee,delivery_area_fee,oversized_fee,address_correction_fee,ltl_handling_fee,total_shipping_cost,delivered_days
SHP102921,2024-11-19,ORD802269,CR003,USPS,Ground Advantage,Northeast,4,14.45,22,4,4,14.5,79.89,13.74,0.0,0.0,0.0,0.0,0.0,93.64,1
SHP102922,2025-11-04,ORD801684,CR003,USPS,Ground Advantage,Midwest,7,15.02,12,19,11,18.5,126.54,14.44,0.0,6.75,0.0,0.0,0.0,147.73,4
SHP102923,2024-07-17,ORD801428,CR002,FedEx,Ground,West,4,11.57,5,6,20,12.0,87.36,9.58,4.95,0.0,0.0,12.0,0.0,113.89,3
SHP102924,2024-05-12,ORD801161,CR004,XPO LTL,Standard LTL,Midwest,5,166.69,41,22,26,169.0,130.47,21.61,0.0,0.0,0.0,0.0,0.0,152.08,8
SHP102925,2024-09-07,ORD801205,CR002,FedEx,2Day,South,4,16.4,6,12,8,16.5,186.12,22.96,4.95,0.0,0.0,0.0,0.0,214.03,4
SHP102926,2024-10-01,ORD801588,CR002,FedEx,Ground,Northeast,7,16.74,16,23,15,40.0,438.8,72.31,0.0,0.0,0.0,0.0,0.0,511.11,4
SHP102927,2025-09-03,ORD803893,CR001,UPS,Ground,Northeast,8,12.39,12,8,9,12.5,117.0,19.12,0.0,0.0,0.0,0.0,0.0,136.12,4
SHP102928,2025-10-19,ORD801623,CR003,USPS,Priority Mail,West,3,6.89,5,25,11,10.0,71.9,7.4,4.95,0.0,0.0,0.0,0.0,84.25,4
SHP102929,2024-08-27,ORD803984,CR003,USPS,Ground Advantage,Northeast,5,4.65,8,15,4,5.0,26.1,3.87,0.0,0.0,0.0,0.0,0.0,29.97,5
SHP102930,2024-09-27,ORD800677,CR002,FedEx,Express Saver,Northeast,7,37.14,14,12,18,37.5,555.38,86.52,0.0,6.75,0.0,0.0,0.0,648.64,4
SHP102931,2025-07-01,ORD802772,CR001,UPS,Ground,South,2,8.03,19,21,21,60.5,811.91,110.59,4.95,0.0,0.0,0.0,0.0,927.45,3
SHP102932,2024-05-23,ORD803523,CR002,FedEx,Express Saver,South,4,8.04,25,15,4,11.0,108.02,16.12,4.95,0.0,0.0,12.0,0.0,141.09,5
SHP102933,2024-11-05,ORD802515,CR001,UPS,Ground,Midwest,5,14.01,8,15,19,16.5,126.06,20.73,4.95,0.0,0.0,0.0,0.0,151.74,4
SHP102934,2025-03-26,ORD802848,CR004,XPO LTL,Standard LTL,West,4,367.13,45,35,38,431.0,329.72,39.33,0.0,0.0,0.0,0.0,0.0,369.05,6
SHP102935,2025-05-24,ORD801303,CR001,UPS,Ground,West,6,4.17,10,16,12,14.0,115.08,16.66,0.0,0.0,0.0,0.0,0.0,131.74,5
SHP102936,2024-12-05,ORD803810,CR001,UPS,Ground,West,2,25.49,22,10,12,25.5,198.9,20.0,4.95,0.0,0.0,0.0,0.0,223.85,3
SHP102937,2024-07-08,ORD801557,CR002,FedEx,2Day,West,3,9.25,12,20,12,21.0,280.35,29.02,4.95,0.0,0.0,0.0,0.0,314.32,3
SHP102938,2025-11-23,ORD802851,CR002,FedEx,Express Saver,South,7,3.3,7,16,18,15.0,183.15,24.73,4.95,0.0,0.0,0.0,0.0,212.83,3
SHP102939,2025-01-18,ORD803691,CR002,FedEx,Ground,Midwest,4,12.68,5,16,17,13.0,94.64,12.21,0.0,0.0,0.0,0.0,0.0,106.85,3
SHP102940,2024-08-15,ORD802957,CR003,USPS,Ground Advantage,South,4,6.25,13,12,20,22.5,156.6,17.88,0.0,0.0,0.0,0.0,0.0,174.48,5
SHP102941,2024-01-01,ORD800588,CR001,UPS,Ground,West,6,9.08,16,16,18,33.5,338.01,42.05,4.95,0.0,0.0,0.0,0.0,385.02,3
SHP102942,2025-05-19,ORD801514,CR002,FedEx,2Day,South,6,9.95,5,11,12,10.0,131.0,21.39,4.95,6.75,0.0,0.0,0.0,164.09,1
SHP102943,2025-10-29,ORD802022,CR002,FedEx,Ground,West,5,12.05,13,7,19,12.5,98.25,11.99,4.95,0.0,0.0,0.0,0.0,115.19,3
SHP102944,2025-12-07,ORD800155,CR001,UPS,Ground,West,7,3.63,25,9,23,37.5,399.75,47.44,4.95,6.75,0.0,0.0,0.0,458.89,3
SHP102945,2025-01-03,ORD801699,CR002,FedEx,Express Saver,Midwest,3,13.2,10,20,11,16.0,144.48,20.13,4.95,0.0,0.0,0.0,0.0,169.56,4
SHP102946,2025-06-28,ORD800225,CR003,USPS,Ground Advantage,Northeast,6,10.24,12,12,8,10.5,67.2,11.67,4.95,6.75,0.0,0.0,0.0,90.57,4
SHP102947,2025-09-20,ORD801019,CR001,UPS,Ground,Midwest,6,10.02,22,24,15,57.0,894.9,147.13,4.95,0.0,18.5,0.0,0.0,1065.48,6
SHP102948,2024-06-10,ORD803941,CR002,FedEx,Ground,South,5,7.22,4,23,12,8.0,55.2,7.48,4.95,0.0,0.0,0.0,0.0,67.63,2
SHP102949,2025-10-14,ORD802831,CR003,USPS,Ground Advantage,South,4,1.88,22,22,6,21.0,146.16,18.31,4.95,0.0,0.0,0.0,0.0,169.42,3
SHP102950,2024-01-12,ORD802785,CR003,USPS,Ground Advantage,South,4,18.38,4,25,14,18.5,101.94,11.74,4.95,0.0,18.5,0.0,0.0,137.13,2
SHP102951,2025-08-08,ORD803584,CR002,FedEx,Ground,Midwest,6,9.27,6,19,25,21.0,217.98,28.35,0.0,0.0,18.5,0.0,0.0,264.83,5
SHP102952,2025-11-28,ORD803536,CR003,USPS,Ground Advantage,South,6,7.04,17,13,6,10.0,64.0,8.8,4.95,0.0,0.0,0.0,0.0,77.75,6
SHP102953,2025-06-02,ORD801152,CR003,USPS,Ground Advantage,West,2,1.38,19,5,5,3.5,12.56,1.79,4.95,0.0,0.0,0.0,0.0,19.3,3
SHP102954,2025-10-10,ORD800911,CR002,FedEx,Ground,Northeast,6,12.79,7,25,24,30.5,316.59,31.92,4.95,0.0,0.0,0.0,0.0,353.46,4
SHP102955,2024-01-08,ORD802934,CR003,USPS,Ground Advantage,Northeast,6,5.24,16,15,24,41.5,325.77,54.17,0.0,6.75,0.0,0.0,0.0,386.7,3
SHP102956,2024-07-26,ORD803602,CR003,USPS,Priority Mail,West,2,22.87,24,6,10,23.0,198.26,20.49,4.95,0.0,18.5,0.0,0.0,242.2,5
SHP102957,2025-01-01,ORD801496,CR003,USPS,Priority Mail,Midwest,3,16.43,15,13,12,17.0,122.23,21.21,4.95,0.0,0.0,0.0,0.0,148.39,2
SHP102958,2025-09-12,ORD800601,CR001,UPS,Ground,Midwest,3,10.21,24,25,16,69.5,972.31,162.69,0.0,0.0,0.0,0.0,0.0,1135.0,3
SHP102959,2024-11-06,ORD803178,CR001,UPS,2nd Day Air,West,3,11.76,25,5,24,22.0,267.08,46.48,0.0,0.0,0.0,0.0,0.0,313.56,6
SHP102960,2024-07-20,ORD803864,CR001,UPS,Ground,West,2,18.96,15,25,23,62.5,838.75,91.94,4.95,0.0,0.0,0.0,0.0,935.64,3
SHP102961,2025-05-08,ORD800352,CR001,UPS,Ground,Midwest,3,12.93,9,19,21,26.0,217.62,36.55,4.95,0.0,0.0,0.0,0.0,259.12,1
SHP102962,2025-05-29,ORD803739,CR004,XPO LTL,Standard LTL,South,7,362.03,26,19,37,362.5,342.56,44.1,0.0,0.0,0.0,0.0,0.0,386.67,4
SHP102963,2025-06-25,ORD800757,CR002,FedEx,Ground,Northeast,6,5.5,25,13,4,9.5,71.16,11.93,4.95,6.75,0.0,0.0,0.0,94.79,4
SHP102964,2025-12-24,ORD803014,CR001,UPS,Next Day Air,Northeast,4,3.97,25,14,21,53.0,1543.36,229.04,0.0,0.0,0.0,0.0,0.0,1772.4,3
SHP102965,2025-12-23,ORD801373,CR001,UPS,Ground,Northeast,7,4.88,14,23,9,21.0,223.86,33.2,0.0,6.75,0.0,0.0,0.0,263.81,7
SHP102966,2024-05-26,ORD801830,CR001,UPS,Ground,South,7,13.12,14,14,6,13.5,118.66,15.7,0.0,0.0,0.0,0.0,0.0,134.37,3
SHP102967,2025-04-24,ORD800462,CR001,UPS,Ground,West,7,14.24,19,6,15,14.5,127.45,18.67,4.95,0.0,0.0,0.0,0.0,151.08,2
SHP102968,2024-01-26,ORD802546,CR001,UPS,Ground,South,5,13.58,6,9,12,14.0,106.96,16.14,4.95,0.0,0.0,0.0,0.0,128.05,2
SHP102969,2024-03-12,ORD802284,CR002,FedEx,Ground,South,7,17.45,11,11,11,17.5,158.2,25.5,4.95,6.75,0.0,0.0,0.0,195.4,3
SHP102970,2025-11-17,ORD800165,CR001,UPS,Ground,Midwest,7,14.43,25,18,8,26.0,277.16,48.49,0.0,0.0,0.0,0.0,0.0,325.65,3
SHP102971,2025-01-04,ORD802637,CR001,UPS,Ground,West,4,11.73,23,10,25,41.5,371.01,57.81,0.0,0.0,0.0,0.0,0.0,428.82,4
SHP102972,2024-02-01,ORD803202,CR003,USPS,Priority Mail,South,3,6.21,24,10,15,26.0,240.76,26.33,4.95,0.0,0.0,0.0,0.0,272.04,3
SHP102973,2025-01-14,ORD802479,CR003,USPS,Ground Advantage,South,7,4.53,10,23,10,17.0,116.28,12.37,0.0,6.75,0.0,0.0,0.0,135.4,3
SHP102974,2024-05-10,ORD803009,CR002,FedEx,2Day,West,7,12.2,20,14,7,14.5,203.15,29.44,4.95,6.75,0.0,0.0,0.0,244.28,2
SHP102975,2025-02-09,ORD800509,CR002,FedEx,Ground,South,5,11.62,12,14,4,12.0,94.32,16.88,4.95,0.0,0.0,0.0,0.0,116.15,2
SHP102976,2025-04-24,ORD800689,CR002,FedEx,Express Saver,Northeast,6,10.47,10,12,23,20.0,280.2,43.37,4.95,6.75,18.5,0.0,0.0,353.77,2
SHP102977,2024-06-18,ORD803825,CR002,FedEx,Ground,West,3,14.29,20,24,12,41.5,357.31,58.47,4.95,0.0,0.0,0.0,0.0,420.73,1
SHP102978,2025-07-04,ORD802549,CR002,FedEx,Express Saver,Northeast,6,20.14,12,10,21,20.5,287.2,36.31,4.95,0.0,0.0,0.0,0.0,328.46,3
SHP102979,2024-08-23,ORD800220,CR001,UPS,2nd Day Air,West,6,3.07,14,14,22,31.5,460.85,75.83,4.95,0.0,0.0,0.0,0.0,541.63,4
SHP102980,2024-03-17,ORD801757,CR002,FedEx,Ground,West,8,12.01,15,9,9,12.5,120.38,16.59,4.95,0.0,0.0,0.0,0.0,141.92,2
SHP102981,2024-12-17,ORD804116,CR001,UPS,Ground,West,5,7.51,16,6,14,10.0,76.4,10.81,0.0,0.0,0.0,0.0,0.0,87.21,3
SHP102982,2024-05-27,ORD801997,CR001,UPS,Ground,West,6,2.07,7,8,11,4.5,31.09,3.14,0.0,0.0,0.0,0.0,0.0,34.23,4
SHP102983,2025-09-19,ORD801158,CR002,FedEx,Ground,South,3,14.12,8,8,6,14.5,97.01,10.78,0.0,0.0,0.0,0.0,0.0,107.79,2
SHP102984,2025-11-27,ORD803858,CR001,UPS,Ground,Northeast,8,9.45,13,19,21,37.5,421.12,47.99,0.0,6.75,0.0,0.0,0.0,475.87,2
SHP102985,2024-07-15,ORD800789,CR003,USPS,Ground Advantage,South,4,8.97,25,12,11,24.0,167.04,17.95,0.0,0.0,18.5,0.0,0.0,203.49,5
SHP102986,2024-07-31,ORD800913,CR004,XPO LTL,Standard LTL,Midwest,7,393.86,20,46,19,394.0,372.33,44.28,0.0,0.0,0.0,0.0,0.0,416.61,5
SHP102987,2025-10-07,ORD802736,CR001,UPS,Ground,Midwest,8,20.54,14,24,19,46.0,516.58,77.38,0.0,0.0,0.0,0.0,0.0,593.96,3
SHP102988,2024-04-19,ORD800709,CR003,USPS,Priority Mail,Northeast,2,6.43,9,13,14,12.0,78.6,11.35,4.95,0.0,0.0,0.0,0.0,94.9,3
SHP102989,2024-10-07,ORD801208,CR003,USPS,Ground Advantage,West,4,8.94,16,10,19,22.0,153.12,25.62,4.95,0.0,0.0,0.0,0.0,183.69,2
SHP102990,2024-10-05,ORD801242,CR003,USPS,Ground Advantage,South,4,19.0,25,6,15,19.5,107.44,13.53,4.95,0.0,18.5,0.0,0.0,144.42,2
SHP102991,2025-02-24,ORD802769,CR002,FedEx,Express Saver,Northeast,2,14.95,16,20,14,32.5,351.98,39.49,0.0,0.0,0.0,0.0,0.0,391.47,3
SHP102992,2025-09-01,ORD803502,CR003,USPS,Priority Mail,Northeast,2,1.86,24,24,16,66.5,986.86,142.93,0.0,0.0,0.0,0.0,0.0,1129.79,3
SHP102993,2024-05-02,ORD801844,CR001,UPS,Ground,Midwest,4,10.2,16,19,5,11.0,77.77,13.75,0.0,0.0,0.0,12.0,0.0,103.52,3
SHP102994,2024-01-29,ORD800384,CR003,USPS,Ground Advantage,South,3,0.61,20,16,16,37.0,241.24,27.5,4.95,0.0,0.0,0.0,0.0,273.69,7
SHP102995,2025-05-25,ORD801598,CR002,FedEx,Ground,Northeast,8,7.73,14,18,7,13.0,125.19,14.95,4.95,0.0,0.0,0.0,0.0,145.09,5
SHP102996,2024-11-06,ORD802740,CR001,UPS,Ground,Midwest,6,20.81,16,22,22,56.0,879.2,98.39,4.95,6.75,0.0,0.0,0.0,989.29,3
SHP102997,2025-03-21,ORD803058,CR003,USPS,Ground Advantage,Midwest,6,5.23,12,25,19,41.5,325.77,34.22,4.95,0.0,0.0,0.0,0.0,364.94,2
SHP102998,2024-11-03,ORD802894,CR001,UPS,Ground,West,6,7.08,24,12,10,21.0,211.89,30.29,0.0,0.0,0.0,0.0,0.0,242.18,4
SHP102999,2024-11-10,ORD801073,CR003,USPS,Ground Advantage,Midwest,6,5.22,24,14,21,51.0,623.22,94.73,4.95,0.0,18.5,0.0,0.0,741.4,4
SHP103000,2025-07-29,ORD802311,CR001,UPS,Ground,West,8,1.06,15,10,11,12.0,112.32,16.55,4.95,0.0,0.0,0.0,0.0,133.82,4
SHP103001,2025-06-12,ORD803925,CR001,UPS,Ground,South,6,7.85,23,17,18,51.0,800.7,110.95,4.95,0.0,0.0,0.0,0.0,916.6,2
SHP103002,2025-04-20,ORD801578,CR002,FedEx,Ground,South,7,2.49,12,23,6,12.0,108.48,15.85,4.95,0.0,0.0,0.0,0.0,129.28,5
SHP103003,2024-10-07,ORD800013,CR003,USPS,Ground Advantage,West,7,1.51,4,18,25,13.0,88.92,15.03,0.0,0.0,0.0,0.0,0.0,103.95,6
SHP103004,2025-10-17,ORD802766,CR003,USPS,Ground Advantage,South,4,10.24,18,23,19,57.0,645.81,109.39,4.95,0.0,0.0,0.0,0.0,760.15,3
SHP103005,2024-01-10,ORD802145,CR002,FedEx,Express Saver,Northeast,3,5.61,24,16,15,41.5,482.65,78.4,4.95,0.0,0.0,0.0,0.0,565.99,7
SHP103006,2024-02-05,ORD801464,CR002,FedEx,Ground,South,6,7.24,13,16,21,31.5,326.97,49.64,4.95,6.75,0.0,0.0,0.0,388.31,2
SHP103007,2025-06-02,ORD800668,CR003,USPS,Ground Advantage,Midwest,7,10.7,24,6,14,15.0,102.6,17.92,0.0,0.0,0.0,12.0,0.0,132.52,6
SHP103008,2024-09-06,ORD801222,CR001,UPS,Ground,Northeast,3,7.95,9,7,5,8.0,44.48,4.87,4.95,0.0,0.0,0.0,0.0,54.3,4
SHP103009,2025-11-15,ORD800959,CR002,FedEx,Express Saver,Midwest,2,22.12,13,5,4,22.5,243.68,25.07,4.95,0.0,0.0,0.0,0.0,273.69,5
SHP103010,2025-11-11,ORD803231,CR001,UPS,Ground,Midwest,6,11.14,10,12,23,20.0,201.8,33.62,4.95,0.0,0.0,0.0,0.0,240.37,3
SHP103011,2024-01-28,ORD801182,CR002,FedEx,Ground,South,7,17.84,5,4,14,18.0,162.72,23.73,0.0,6.75,0.0,0.0,0.0,193.2,2
SHP103012,2024-08-03,ORD802256,CR001,UPS,2nd Day Air,West,3,2.11,7,14,20,14.5,136.73,16.22,4.95,0.0,0.0,0.0,0.0,157.9,2
SHP103013,2024-04-16,ORD801806,CR001,UPS,Ground,South,3,7.78,8,18,23,24.0,200.88,33.9,4.95,0.0,18.5,0.0,0.0,258.23,1
SHP103014,2025-01-05,ORD804012,CR002,FedEx,Express Saver,Midwest,8,6.61,16,12,4,7.0,81.9,12.19,4.95,0.0,0.0,0.0,0.0,99.04,4
SHP103015,2025-06-05,ORD802057,CR002,FedEx,Ground,Midwest,2,1.79,16,18,9,19.0,115.9,11.6,4.95,0.0,0.0,0.0,0.0,132.45,2
SHP103016,2024-08-04,ORD801700,CR002,FedEx,2Day,Midwest,4,9.52,22,5,25,20.0,285.2,41.71,0.0,0.0,18.5,0.0,0.0,345.41,5
SHP103017,2024-01-01,ORD801754,CR003,USPS,Ground Advantage,South,5,23.06,11,17,19,26.0,192.66,22.0,0.0,0.0,0.0,0.0,0.0,214.66,4
SHP103018,2024-08-01,ORD803620,CR003,USPS,Priority Mail,Midwest,2,3.99,7,11,14,8.0,44.16,5.69,4.95,0.0,0.0,0.0,0.0,54.8,2
SHP103019,2024-10-06,ORD803788,CR001,UPS,Ground,South,3,12.61,4,9,14,13.0,84.5,9.59,4.95,0.0,0.0,0.0,0.0,99.04,6
SHP103020,2025-04-04,ORD800800,CR003,USPS,Ground Advantage,Northeast,4,8.53,14,22,7,16.0,88.16,13.86,0.0,0.0,0.0,0.0,0.0,102.02,2
SHP103021,2024-07-22,ORD802438,CR001,UPS,Ground,West,3,7.03,12,18,4,7.5,41.7,5.32,4.95,0.0,0.0,0.0,0.0,51.97,3
SHP103022,2024-12-07,ORD803615,CR002,FedEx,Ground,Northeast,5,17.59,18,24,9,28.0,274.12,44.48,4.95,0.0,0.0,0.0,0.0,323.55,3
SHP103023,2024-03-11,ORD800280,CR003,USPS,Ground Advantage,South,3,12.77,6,8,21,13.0,65.78,8.34,4.95,0.0,0.0,0.0,0.0,79.07,5
SHP103024,2024-05-08,ORD800713,CR002,FedEx,2Day,Midwest,3,10.05,16,23,9,24.0,320.4,54.72,4.95,0.0,0.0,0.0,0.0,380.07,3
SHP103025,2025-09-21,ORD803186,CR004,XPO LTL,Standard LTL,Northeast,6,330.89,26,22,32,331.0,292.94,46.03,0.0,0.0,0.0,0.0,24.0,362.96,4
SHP103026,2025-11-08,ORD801537,CR001,UPS,Ground,Northeast,5,5.92,17,16,6,12.0,91.68,13.19,0.0,0.0,0.0,0.0,0.0,104.87,4
SHP103027,2024-03-15,ORD800272,CR002,FedEx,Ground,West,5,5.58,4,16,4,6.0,41.4,6.28,4.95,0.0,0.0,0.0,0.0,52.63,3
SHP103028,2025-07-16,ORD800059,CR001,UPS,Next Day Air,Midwest,6,5.02,24,9,6,9.5,138.32,18.66,0.0,0.0,0.0,0.0,0.0,156.98,3
SHP103029,2024-04-23,ORD802767,CR003,USPS,Priority Mail,West,4,4.36,8,13,12,9.0,61.11,6.65,0.0,0.0,0.0,0.0,0.0,67.76,5
SHP103030,2024-08-28,ORD802183,CR001,UPS,Ground,South,2,8.5,8,22,25,32.0,249.6,33.48,4.95,0.0,0.0,0.0,0.0,288.03,2
SHP103031,2025-07-23,ORD803928,CR003,USPS,Ground Advantage,Midwest,6,6.46,15,7,8,6.5,36.85,4.77,4.95,0.0,0.0,0.0,0.0,46.58,2
SHP103032,2024-08-09,ORD801124,CR001,UPS,Ground,Northeast,3,3.18,6,9,20,8.0,44.48,5.58,0.0,0.0,0.0,0.0,0.0,50.06,5
SHP103033,2025-10-22,ORD800307,CR001,UPS,Next Day Air,Northeast,6,14.53,19,19,4,15.0,246.45,40.2,0.0,6.75,0.0,0.0,0.0,293.4,3
SHP103034,2024-12-26,ORD803414,CR002,FedEx,Express Saver,Midwest,3,4.7,5,25,15,13.5,121.9,20.49,0.0,0.0,18.5,0.0,0.0,160.89,1
SHP103035,2024-08-21,ORD800933,CR003,USPS,Ground Advantage,Northeast,4,1.96,16,10,20,23.5,163.56,29.34,0.0,0.0,0.0,0.0,0.0,192.9,4
SHP103036,2024-05-29,ORD803416,CR001,UPS,Next Day Air,Northeast,6,2.59,18,5,14,9.5,138.32,14.66,4.95,0.0,0.0,0.0,0.0,157.93,3
SHP103037,2024-01-15,ORD802097,CR002,FedEx,2Day,Northeast,4,4.7,5,22,17,13.5,152.28,21.13,0.0,0.0,0.0,0.0,0.0,173.41,2
SHP103038,2024-11-25,ORD802301,CR003,USPS,Ground Advantage,West,6,7.73,9,19,4,8.0,45.36,5.4,4.95,0.0,0.0,0.0,0.0,55.71,1
SHP103039,2025-12-10,ORD801582,CR001,UPS,Ground,South,5,8.2,24,16,17,47.0,447.44,69.83,0.0,0.0,0.0,0.0,0.0,517.27,4
SHP103040,2025-12-06,ORD800235,CR001,UPS,Ground,South,4,3.93,21,7,25,26.5,236.91,32.72,0.0,0.0,0.0,0.0,0.0,269.63,1
SHP103041,2025-10-16,ORD800184,CR001,UPS,Ground,Northeast,3,6.7,14,6,5,7.0,38.92,6.19,4.95,0.0,0.0,0.0,0.0,50.06,5
SHP103042,2025-11-14,ORD801174,CR001,UPS,Ground,South,5,8.1,5,22,18,14.5,110.78,19.12,0.0,0.0,0.0,0.0,0.0,129.9,5
SHP103043,2025-02-10,ORD800976,CR002,FedEx,Express Saver,Midwest,8,1.31,12,21,6,11.0,143.0,19.4,0.0,0.0,0.0,0.0,0.0,162.4,4
SHP103044,2024-10-11,ORD803223,CR001,UPS,Ground,Midwest,5,2.02,17,19,5,12.0,91.68,9.31,0.0,0.0,0.0,0.0,0.0,100.99,3
SHP103045,2024-05-16,ORD801226,CR002,FedEx,2Day,Midwest,6,15.52,9,19,19,23.5,378.12,56.69,4.95,6.75,0.0,0.0,0.0,446.5,2
SHP103046,2025-09-09,ORD802734,CR001,UPS,2nd Day Air,West,6,15.78,5,15,14,16.0,190.56,20.86,0.0,6.75,0.0,0.0,0.0,218.17,6
SHP103047,2025-05-07,ORD802951,CR002,FedEx,Ground,Northeast,4,15.06,24,23,9,36.0,331.2,56.47,4.95,0.0,0.0,0.0,0.0,392.62,4
SHP103048,2025-11-30,ORD802064,CR001,UPS,Next Day Air,Midwest,2,6.42,21,19,24,69.0,1851.27,228.6,4.95,0.0,18.5,0.0,0.0,2103.32,5
SHP103049,2025-08-15,ORD803339,CR003,USPS,Ground Advantage,South,7,4.1,15,11,11,13.5,92.34,16.07,4.95,0.0,0.0,0.0,0.0,113.36,3
SHP103050,2025-02-08,ORD803870,CR002,FedEx,Express Saver,Midwest,5,4.64,23,15,4,10.0,106.2,11.99,4.95,0.0,0.0,0.0,0.0,123.14,2
SHP103051,2025-12-02,ORD803444,CR002,FedEx,Ground,West,8,10.21,12,20,7,12.5,120.38,13.87,0.0,6.75,0.0,0.0,0.0,141.0,2
SHP103052,2024-02-20,ORD800438,CR001,UPS,2nd Day Air,South,5,8.79,6,21,14,13.0,144.04,14.48,4.95,0.0,0.0,0.0,0.0,163.47,6
SHP103053,2025-12-13,ORD800301,CR004,XPO LTL,Expedited LTL,Midwest,4,335.97,45,35,32,363.0,347.03,52.0,0.0,0.0,0.0,0.0,24.0,423.03,5
SHP103054,2024-09-03,ORD803805,CR001,UPS,Ground,South,8,5.87,19,6,15,12.5,117.0,14.51,4.95,6.75,0.0,0.0,0.0,143.21,2
SHP103055,2024-10-30,ORD802983,CR003,USPS,Priority Mail,Northeast,3,15.71,21,4,19,16.0,115.04,12.71,0.0,0.0,0.0,0.0,0.0,127.75,3
SHP103056,2024-02-18,ORD802476,CR003,USPS,Ground Advantage,West,4,9.14,22,13,16,33.0,229.68,31.24,4.95,0.0,0.0,0.0,0.0,265.87,6
SHP103057,2025-05-20,ORD803011,CR002,FedEx,Ground,South,4,18.18,8,14,15,18.5,134.68,23.95,0.0,0.0,0.0,0.0,0.0,158.63,5
SHP103058,2025-04-29,ORD803800,CR001,UPS,Ground,Northeast,5,7.89,10,16,7,8.5,57.03,9.3,4.95,0.0,0.0,0.0,0.0,71.28,4
SHP103059,2024-06-30,ORD801889,CR003,USPS,Ground Advantage,South,6,8.41,6,6,8,8.5,48.2,6.83,4.95,0.0,0.0,0.0,0.0,59.98,4
SHP103060,2024-10-17,ORD803531,CR003,USPS,Priority Mail,Midwest,6,3.2,13,7,16,10.5,95.44,9.66,4.95,0.0,0.0,0.0,0.0,110.06,3
SHP103061,2024-07-03,ORD803874,CR001,UPS,Ground,West,5,13.5,9,7,7,13.5,103.14,15.26,4.95,0.0,0.0,0.0,0.0,123.35,1
SHP103062,2025-07-20,ORD801387,CR002,FedEx,Ground,Midwest,4,3.62,20,19,10,27.5,253.0,44.62,4.95,0.0,0.0,0.0,0.0,302.57,5
SHP103063,2024-09-08,ORD802253,CR003,USPS,Ground Advantage,Northeast,3,4.8,24,12,16,33.5,218.42,27.9,4.95,0.0,18.5,0.0,0.0,269.77,5
SHP103064,2024-01-13,ORD800610,CR003,USPS,Priority Mail,Northeast,5,1.75,25,6,20,22.0,231.44,37.69,0.0,0.0,0.0,0.0,0.0,269.13,3
SHP103065,2024-07-04,ORD803921,CR004,XPO LTL,Standard LTL,Midwest,2,703.94,34,20,51,704.0,503.36,72.29,0.0,0.0,0.0,0.0,0.0,575.65,5
SHP103066,2024-11-11,ORD802421,CR003,USPS,Priority Mail,Midwest,5,8.21,9,17,9,10.0,84.5,11.24,0.0,0.0,0.0,0.0,0.0,95.74,7
SHP103067,2024-09-14,ORD802563,CR003,USPS,Ground Advantage,Northeast,6,2.17,17,20,8,20.0,157.0,24.88,0.0,6.75,0.0,0.0,0.0,188.63,4
SHP103068,2024-12-22,ORD802962,CR002,FedEx,Ground,South,2,24.1,15,6,9,24.5,196.73,21.25,0.0,0.0,0.0,0.0,0.0,217.99,3
SHP103069,2024-07-23,ORD802942,CR004,XPO LTL,Standard LTL,South,8,388.06,33,42,33,388.5,390.44,67.12,0.0,0.0,0.0,0.0,0.0,457.56,6
SHP103070,2025-08-07,ORD802174,CR001,UPS,2nd Day Air,Midwest,5,9.91,17,14,20,34.5,476.1,47.73,4.95,0.0,0.0,0.0,0.0,528.78,2
SHP103071,2024-03-08,ORD803082,CR002,FedEx,Ground,South,3,5.8,6,6,4,6.0,34.32,5.31,4.95,0.0,0.0,0.0,0.0,44.58,2
SHP103072,2024-05-10,ORD802307,CR004,XPO LTL,Standard LTL,Northeast,2,569.92,45,19,19,570.0,407.55,53.96,0.0,0.0,0.0,0.0,24.0,485.51,5
SHP103073,2024-03-20,ORD801187,CR001,UPS,Ground,South,3,11.87,7,23,22,25.5,213.43,26.81,0.0,0.0,0.0,0.0,0.0,240.25,6
SHP103074,2024-12-25,ORD802333,CR003,USPS,Ground Advantage,South,2,11.49,17,22,21,57.0,595.08,84.8,4.95,0.0,0.0,0.0,0.0,684.83,3
SHP103075,2025-04-29,ORD803479,CR002,FedEx,Express Saver,West,6,2.52,13,19,25,44.5,623.44,82.04,4.95,0.0,18.5,0.0,0.0,728.93,2
SHP103076,2025-11-14,ORD801460,CR003,USPS,Ground Advantage,Midwest,7,1.82,14,13,14,18.5,126.54,15.56,0.0,0.0,0.0,0.0,0.0,142.1,6
SHP103077,2025-10-13,ORD803591,CR003,USPS,Ground Advantage,Northeast,4,21.9,20,22,22,70.0,793.1,114.0,4.95,0.0,0.0,12.0,0.0,924.05,3
SHP103078,2024-10-13,ORD801234,CR004,XPO LTL,Standard LTL,Northeast,7,489.68,40,50,28,490.0,463.05,64.1,0.0,0.0,0.0,0.0,0.0,527.15,4
SHP103079,2024-03-17,ORD803903,CR001,UPS,Ground,Midwest,5,15.37,22,6,7,15.5,118.42,15.49,0.0,0.0,0.0,0.0,0.0,133.91,3
